id,created_at,text,username
1345457402095681536,2021-01-02 19:50,Top sirloins and bacon-wrapped jalapeño poppers on the grill tonight. #ForAmerica,stephenkruiser
1353514475060604930,2021-01-25 01:26,"And the president set as his 100 day vaccination goal a level of we are already achieving on some days, and are close to achieving on average. https://t.co/UaSIBiJlbm",brithume
1309119278612975623,2020-09-24 13:15,Surprise! https://t.co/o1XOMqeHRK,HeyTammyBruce
1313919544105238528,2020-10-07 19:10,Hollywood Gets ‘Butt A**’ Naked For Mail-In Voting @SarahKSilverman @MarkRuffalo @joshgad via @gabrieljhays https://t.co/lN6FAvQTgX,newsbusters
1341037682248589315,2020-12-21 15:07,@PrisonPlanet Europe doesn’t seem to like you - probably BREXIT related,JohnFromCranber
1298356976682856448,2020-08-25 20:30,"The official @JudicialWatch store offers unique one-of-a-kind gifts. Show someone you care, while supporting Judicial Watch. Shop here: https://t.co/0XRdRnYDa3 https://t.co/pe4VErYTzc",JudicialWatch
1272025893100290048,2020-06-14 04:39,"Racists commit acts of racism while calling others racist.

Racists see racism everywhere.",BlueWaterDays
1282124660738412549,2020-07-12 01:28,#FakeNewsFinest https://t.co/zq6DYhJIgf,RealJamesWoods
1308442581555183621,2020-09-22 16:26,"@johngarbarino66 Sent you a Direct Message.  

Click the MESSAGES tab on Twitter. 📂 https://t.co/XrNMIaD6jv",Dbargen
1258094224249151489,2020-05-06 18:00,Thread from Bethany Mandel says what MANY are feeling right now: 'I feel lied to about the terms of this lockdown' https://t.co/3WCTfpbvv7,TwitchyTeam
1346094379258228736,2021-01-04 14:01,"@nickgillespie @UniWatch @RealClearSports My ballot:

1. Colorado Soccer Burlesque Fringe
2. White Sox 'n' Shorts
3. Pittsburgh Bumble Bees
4. Houston Tequila Sunrise
5. Iowa Banana Splits
6. Miami Mood Rings",iowahawkblog
1359952060603637776,2021-02-11 19:46,"If this isn't weird enough, apparently most rioters interviewed at the riot didn't even vote in the 2020 election. What to make of that?",chuckwoolery
1235859060605370375,2020-03-06 09:25,It now says it's in Dubai.,blackrepublican
1345750521186033667,2021-01-03 15:15,"Mitt Romney, Pat Toomey blast Senate Republican colleagues for opposing Electoral College certification https://t.co/b7N8e8WYl6",theblaze
1312112712487374850,2020-10-02 19:30,‘Are You Kidding Me?’: Joe Scarborough Rips Kayleigh McEnany For Going Ahead With Briefing Despite Hope Hicks Coronavirus News https://t.co/IsroamKymO,DailyCaller
1326473507438465025,2020-11-11 10:35,Conservative Network Newsmax Surges In Ratings - Already Beating The FOX Business Network https://t.co/sr20xWyuHP,irritatedwoman
1286301493608493058,2020-07-23 14:05,Clark County is reviewing potential charges against a man who allegedly knelt on a two-year-old child’s neck in an image posted to social media on Tuesday. https://t.co/hnThU8qiQq,BreitbartNews
1298699638028095489,2020-08-26 19:11,"@BecketAdams @ComfortablySmug Wait a damn minute, Becker. She is a professional reporter for WaPo. No way she would leave out key details of a story to fit a particular narrative!",CaptYonah
1368972622806061056,2021-03-08 17:11,"I don't want to spend another week on this but you share YouTube, you are supporting Dems

We're broadcasting LIVE on #Rumble. 

https://t.co/CcCLrJR3v3",WayneDupreeShow
1342564243036491777,2020-12-25 20:13,Are you stupid or do you think we are stupid? I’m puzzled. https://t.co/M1f2kqFGDG,KurtSchlichter
1325098034800287744,2020-11-07 15:29,Another story has revealed the human cost of lockdown as video footage revealed the moment a great-great-grandmother with dementia living in a care home was told she couldn’t hug her daughter. https://t.co/dyBF6Z8K0z,BreitbartNews
1246602203743338496,2020-04-05 00:55,Video: Marco Rubio Turns Tables on MSM's Wuhan Virus Gotcha Tactics in Interview With MSNBC's Stephanie Ruhle -- via @sistertoldjah - #ICYMI https://t.co/nh5at9Put7,RedState
1328704463595577344,2020-11-17 14:20,"""The totalitarian mass leaders based their propaganda on the correct psychological assumption that, under such conditions, one could make people believe the most fantastic statements one day, and trust that if the next.. 

#Elections2020 https://t.co/MGQeZeT5Wg",blackrepublican
1318378879149629441,2020-10-20 02:29,WOMP WOMP! https://t.co/l6bFMsfzXN Maria Bartiromo’s Ratcliffe EXCLUSIVE rains all OVER the Left’s ‘the Russians did it’ parade with Hunter Biden’s laptop #ccot #dems #gop #libcrib #lnyhbt #maga #msm #ofa #p2 #resist #tcot #tlot #uniteblue #HunterBiden,IndyEnigma
1322905076768395269,2020-11-01 14:15,GASP! Jake Tapper leads horde of pearl-clutching harpies after Trump shares video of Trump trucks escorting Biden/Harris out of Texas https://t.co/dwLiksIYVD,TwitchyTeam
1358158395631673345,2021-02-06 20:59,BRUTAL: Resurfaced Video of Joe Biden Should Destroy His Campaign https://t.co/dzkYL6qf8b via @YouTube,TIMENOUT
1362723731035086849,2021-02-19 11:20,Deer Walks Around With The Head Of A Decapitated Deer Stuck In Its Antlers. The Video Will Make You Sick https://t.co/XJ1Ma3sLCl,DailyCaller
1376693170591911941,2021-03-30 00:30,Certified teachers being sought for in-person teaching of migrant teen girls housed at San Diego Convention Center https://t.co/7e1N7qUKkB,TwitchyTeam
1337647336986615808,2020-12-12 06:35,"Notice Biden's not picked any primary rivals for admin jobs, which helps Harris in 4 years https://t.co/YedzH7SHRl via @politico",AHMalcolm
1247533783584108545,2020-04-07 14:36,"Democrat State Rep From Michigan Says Hydroxychloroquine, President Trump, Helped Save Her Life After She Tested Positive For Coronavirus https://t.co/ByV85cj4S6",TIMENOUT
1342156420213518336,2020-12-24 17:13,"@DailyMail @ChrisALadd Some years ago, many people helped to contribute to a new RNC Platform.

It gave good suggestions for growing the party

It was very detailed.

And, while the media and the RNC applauded itself; I was more interested in the reaction from The GOP State committee.",blackrepublican
1251568155455078400,2020-04-18 17:47,"@MarkYoungTruth @chuckwoolery @GovWhitmer Clearly, your Gov Whitmer is not only a Totalitarian Leftist, but she’s full of sh*t.",JohnFromCranber
1311430119857295361,2020-09-30 22:18,Thanks for tuning in on @FoxNews !!  See you next week for the @VP debate in Utah. https://t.co/cxUC6iN4yh,BretBaier
1288569977474342912,2020-07-29 20:19,@LehiRed Send me DM?,Dbargen
1357879316596490240,2021-02-06 02:30,"Trump campaign explored a deal for Trump to use Parler instead of Twitter, in exchange for part ownership of the company https://t.co/4VMOOT7NaU",theblaze
1366372482157010944,2021-03-01 12:59,@netflix @TheDailyShow @PBS Continue https://t.co/KlQbXCOw8Y,blackrepublican
1303558794014851078,2020-09-09 05:00,Hate-fueled tirade: @CNN's @donlemon claims America is addicted to racism and poor whites are ‘doing It wrong’ https://t.co/yUlZXKd82l,newsbusters
1257134906079133697,2020-05-04 02:28,"@andya09 I had forgotten that movie had a pretty famous cast. Matthew McConaughey, Jon Bon Jovi, and Bill Paxton (who passed in 2017).",AndyWendt
1296495972156157952,2020-08-20 17:15,"MSNBC’s Rachel Maddow, Joy Reid Admire Obama After His DNC Speech https://t.co/I1CGS0rVNg",DailyCaller
1356696351803904013,2021-02-02 20:09,"Cardinal Raymond Burke said President Joe Biden’s plan to codify Roe v. Wade into law is part of Satan’s “program of lies and murder” and must be resisted, according to a Feb. 1 report. https://t.co/tCW17yrXe4",BreitbartNews
1249238232941789187,2020-04-12 07:29,@JenM623 Not all heroes swing from poles.,stephenkruiser
1337839501222166528,2020-12-12 19:19,cc @ChefGruel https://t.co/KKxcY3o6N1,KurtSchlichter
1336117069604130816,2020-12-08 01:15,"This is a very solid strategy and he has ""thousands"" of real-time examples to back it up...Trump's in.
 
https://t.co/LFnQGOLZWc",WayneDupreeShow
1310017485010210817,2020-09-27 00:44,Fact check: true. https://t.co/2WsZ4qkRbA,tedcruz
1359842158421954560,2021-02-11 12:30,"‘Trump Will Be Acquitted’: Former Impeachment Attorney Says ‘There Is A Substantial Defense’ To Be Presented
 https://t.co/fezcXy79H5",DailyCaller
1347758068772331521,2021-01-09 04:12,"Here’s the main point I’m trying to emphasize. When Trump is no longer accessible as their primary scapegoat, the left will not only NOT slow down their tyranny, but escalate — showing it’s not about Trump. And this better finally awaken doubters from their annoying slumber.",DavidLimbaugh
1241226790107926528,2020-03-21 04:55,"#AndrewGillum

What happened now, was he found naked and drugged up again?",AppSame
1359321321641938952,2021-02-10 02:00,Super Bowl viewership plunges​ to lowest in 15 years; posts worst rating since 1969 https://t.co/yBmEuwRKKZ,theblaze
1288811912592076800,2020-07-30 12:21,"*checks notes*

Yup, (D) Gov. Cuomo’s New York still leads all states in coronavirus deaths with 32,342. Next closest is (D) Gov. Murphy’s New Jersey with  15,798. https://t.co/WMt2BNAhLA",ForAmerica
1254091046813868032,2020-04-25 16:53,North Korean dictator Kim Jong Un rumored to be dead https://t.co/N0psuHL5tE,irritatedwoman
1286298151666757633,2020-07-23 13:52,@washingtonpost #Anonymous,blackrepublican
1248709802076889089,2020-04-10 20:29,https://t.co/4TKxRf4zTJ https://t.co/Q0viG7h0Nu,NolteNC
1335120488100663297,2020-12-05 07:15,"Here's what Republicans are doing about one month after the election. 

And they wonder why we don't support them?
 
https://t.co/nTGyk0qyr0",WayneDupreeShow
1263618051154591746,2020-05-21 23:49,#CommunistObama how many people that voted for Barack Obama knew that he was a communist? And for those of you that still don’t believe it look at every person in his cabinet COMMUNIST! @OANN #OneAmericaNewNetwork #FoxFakeNews https://t.co/VHapFNgbq1,TIMENOUT
1326660120483401728,2020-11-11 22:56,And they say pro-life people don't care about children after birth! https://t.co/l8HUcQxwQp,LifeNewsHQ
1273586158287667203,2020-06-18 11:59,"The Atlanta DA didn’t mention this, either. Most of American media have censored it as well.
https://t.co/hDrpzvV4bU",marklevinshow
1312465556117712896,2020-10-03 18:52,@SpeakerPelosi Madam Speaker. You know we all support you. We are worried to elect Joe Biden. He seems to be a pedophile. He has never disavowed pedophilia. He is often seen groping little girls. It is long past time for #JoeBidenKamalaHarris2020 to disavow Pedophilia.,iSheeple1
1372273584765333511,2021-03-17 19:48,⚠️ Earmarks are the currency of CORRUPTION. #ampFW https://t.co/pm5foS7faP,FreedomWorks
1289928918489694214,2020-08-02 14:19,"@tonyposnanski Cancel grocery stores, we're gonna get the workers killed!! And restaurant employees!! And delivery drivers! And cops and firefighters!! My God, you really are an attention whore.",CaptYonah
1266056718699520000,2020-05-28 17:20,"Kind of telling that @markknoller gets a lot of credit from conservatives for only being a little bit liberal.

Not a hit a MK -  that's a hit on the media itself.",KurtSchlichter
